rank,average_score,sa_score,pc_score,joint_pass,caption,generated_video,generated_video_exists,reference_video_url,reference_model,all_reference_video_urls,key
294,3.5,3,4,False,"A librarian stuffs books neatly onto a shelf, the shelf filling up with books.",/home/liuzhirui/model/PhysVid/res/videophy2/video/cab173582e998349521f3d89f1c624d1332745f9b3fbf68d8bf8887e8a74de3f.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_librarian_stuffs_books_neatly_onto_a_shelf,_the_shelf_filling_up_with_books.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_librarian_stuffs_books_neatly_onto_a_shelf,_the_shelf_filling_up_with_books.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_librarian_stuffs_books_neatly_onto_a_shelf__the_shelf_filling_up_with_books_.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_librarian_stuffs_books_neatly_onto_a_shelf,_the_shelf_filling_up_with_books.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_librarian_stuffs_books_neatly_onto_a_shelf,_the_shelf_filling_up_with_books.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_librarian_stuffs_books_neatly_onto_a_shelf,_the_shelf_filling_up_with_books.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/sora_hard_videophy2/Librarian_s+Quiet+Organization.mp4""]",cab173582e998349521f3d89f1c624d1332745f9b3fbf68d8bf8887e8a74de3f
295,3.5,3,4,False,"Two skaters collide, their skates tangling momentarily before they separate.",/home/liuzhirui/model/PhysVid/res/videophy2/video/cb4c5cd472311f9b42f2a0f9930928b82d05d34bc825c2c6dee2f83d3cfe6217.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/Two_skaters_collide,_their_skates_tangling_momentarily_before_they_separate.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/Two_skaters_collide,_their_skates_tangling_momentarily_before_they_separate.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/Two_skaters_collide,_their_skates_tangling_momentarily_before_they_separate.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/Two_skaters_collide,_their_skates_tangling_momentarily_before_they_separate.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/Two_skaters_collide,_their_skates_tangling_momentarily_before_they_separate.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/Two_skaters_collide__their_skates_tangling_momentarily_before_they_separate_.mp4"", ""https://storage.cdn-luma.com/dream_machine/21624284-e267-4b50-a46b-f7e89c860bb3/1fce30d2-6d51-4d41-9d64-cc3c1e0ea6de_result.mp4""]",cb4c5cd472311f9b42f2a0f9930928b82d05d34bc825c2c6dee2f83d3cfe6217
296,3.5,3,4,False,"A batter hits a fastball, the ball cracking off the bat and landing cleanly in the outfield.",/home/liuzhirui/model/PhysVid/res/videophy2/video/cdfd6afaeaf28396b44c5aa872330084ca9286c65d0b05b30ca7b76acd0a2c83.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_batter_hits_a_fastball,_the_ball_cracking_off_the_bat_and_landing_cleanly_in_the_outfield.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_batter_hits_a_fastball,_the_ball_cracking_off_the_bat_and_landing_cleanly_in_the_outfield.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_batter_hits_a_fastball,_the_ball_cracking_off_the_bat_and_landing_cleanly_in_the_outfield.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_batter_hits_a_fastball,_the_ball_cracking_off_the_bat_and_landing_cleanly_in_the_outfield.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_batter_hits_a_fastball__the_ball_cracking_off_the_bat_and_landing_cleanly_in_the_outfield_.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_batter_hits_a_fastball,_the_ball_cracking_off_the_bat_and_landing_cleanly_in_the_outfield.mp4""]",cdfd6afaeaf28396b44c5aa872330084ca9286c65d0b05b30ca7b76acd0a2c83
297,3.5,3,4,False,"Multiple paragliders launch sequentially from a cliff edge, showcasing the staggered takeoffs and individual flight paths.",/home/liuzhirui/model/PhysVid/res/videophy2/video/ce612778dd180a9a25102361ce34654ae73422323517e5925a81c0351921dda8.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/Multiple_paragliders_launch_sequentially_from_a_cliff_edge,_showcasing_the_staggered_takeoffs_and_individual_flight_paths.mp4",wan,"[""https://storage.cdn-luma.com/dream_machine/6d1ddc4a-e729-4acf-9ae5-c680158615c5/5be76dca-48bd-49d9-844d-12939b738dc6_result.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/Multiple_paragliders_launch_sequentially_from_a_cliff_edge,_showcasing_the_staggered_takeoffs_and_individual_flight_paths.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/Multiple_paragliders_launch_sequentially_from_a_cliff_edge,_showcasing_the_staggered_takeoffs_and_individual_flight_paths.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/Multiple_paragliders_launch_sequentially_from_a_cliff_edge__showcasing_the_staggered_takeoffs_and_individual_flight_paths_.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/Multiple_paragliders_launch_sequentially_from_a_cliff_edge,_showcasing_the_staggered_takeoffs_and_individual_flight_paths.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/Multiple_paragliders_launch_sequentially_from_a_cliff_edge,_showcasing_the_staggered_takeoffs_and_individual_flight_paths.mp4""]",ce612778dd180a9a25102361ce34654ae73422323517e5925a81c0351921dda8
298,3.5,3,4,False,"A rolling pin flattens a sphere of cookie dough into a disc, with the edges of the disc thinning.",/home/liuzhirui/model/PhysVid/res/videophy2/video/d42032cdffa53b212ac67efe0f86118cac9fcbaabad554c8bed988dc2633328b.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_rolling_pin_flattens_a_sphere_of_cookie_dough_into_a_disc,_with_the_edges_of_the_disc_thinning.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_rolling_pin_flattens_a_sphere_of_cookie_dough_into_a_disc,_with_the_edges_of_the_disc_thinning.mp4"", ""https://storage.cdn-luma.com/dream_machine/5b04bad2-e144-456b-86df-238779bc8397/0e8a47b9-d8be-4d60-af53-4b08976865f0_result.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_rolling_pin_flattens_a_sphere_of_cookie_dough_into_a_disc,_with_the_edges_of_the_disc_thinning.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_rolling_pin_flattens_a_sphere_of_cookie_dough_into_a_disc,_with_the_edges_of_the_disc_thinning.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_rolling_pin_flattens_a_sphere_of_cookie_dough_into_a_disc,_with_the_edges_of_the_disc_thinning.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_rolling_pin_flattens_a_sphere_of_cookie_dough_into_a_disc__with_the_edges_of_the_disc_thinning_.mp4""]",d42032cdffa53b212ac67efe0f86118cac9fcbaabad554c8bed988dc2633328b
299,3.5,3,4,False,A hoverboard rider performs a 360-degree spin on a polished wooden floor.,/home/liuzhirui/model/PhysVid/res/videophy2/video/d511edcb5ae5745e7920c370616a61bfc320eb07a26363e6c15ca70839437a9b.mp4,True,https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_hoverboard_rider_performs_a_360-degree_spin_on_a_polished_wooden_floor.mp4,wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_hoverboard_rider_performs_a_360-degree_spin_on_a_polished_wooden_floor.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_hoverboard_rider_performs_a_360-degree_spin_on_a_polished_wooden_floor.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_hoverboard_rider_performs_a_360-degree_spin_on_a_polished_wooden_floor.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_hoverboard_rider_performs_a_360-degree_spin_on_a_polished_wooden_floor.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_hoverboard_rider_performs_a_360_degree_spin_on_a_polished_wooden_floor_.mp4""]",d511edcb5ae5745e7920c370616a61bfc320eb07a26363e6c15ca70839437a9b
300,3.5,3,4,False,A baseball player throws a fastball; the ball leaves their hand and travels towards the catcher's mitt.,/home/liuzhirui/model/PhysVid/res/videophy2/video/d8bf5332447a2ec354740799368d572ac073e22299bbbac5259835c915ef601a.mp4,True,https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_baseball_player_throws_a_fastball;_the_ball_leaves_their_hand_and_travels_towards_the_catcher's_mitt.mp4,wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_baseball_player_throws_a_fastball;_the_ball_leaves_their_hand_and_travels_towards_the_catcher's_mitt.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_baseball_player_throws_a_fastball;_the_ball_leaves_their_hand_and_travels_towards_the_catcher's_mitt.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_baseball_player_throws_a_fastball;_the_ball_leaves_their_hand_and_travels_towards_the_catcher's_mitt.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_baseball_player_throws_a_fastball;_the_ball_leaves_their_hand_and_travels_towards_the_catcher's_mitt.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_baseball_player_throws_a_fastball__the_ball_leaves_their_hand_and_travels_towards_the_catcher_s_mitt_.mp4""]",d8bf5332447a2ec354740799368d572ac073e22299bbbac5259835c915ef601a
301,3.5,3,4,False,"A person uses a jab to strike a punching bag, followed by a hook, showing both impacts.",/home/liuzhirui/model/PhysVid/res/videophy2/video/e64b2e8eb24d5b9430b8bf6a10a61474412007d0bb90a8e8f34dfd254034d52c.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_person_uses_a_jab_to_strike_a_punching_bag,_followed_by_a_hook,_showing_both_impacts.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_person_uses_a_jab_to_strike_a_punching_bag,_followed_by_a_hook,_showing_both_impacts.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_person_uses_a_jab_to_strike_a_punching_bag,_followed_by_a_hook,_showing_both_impacts.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_person_uses_a_jab_to_strike_a_punching_bag__followed_by_a_hook__showing_both_impacts_.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_person_uses_a_jab_to_strike_a_punching_bag,_followed_by_a_hook,_showing_both_impacts.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_person_uses_a_jab_to_strike_a_punching_bag,_followed_by_a_hook,_showing_both_impacts.mp4""]",e64b2e8eb24d5b9430b8bf6a10a61474412007d0bb90a8e8f34dfd254034d52c
302,3.5,3,4,False,"A person on a unicycle stops abruptly, putting a foot down to maintain balance before continuing.",/home/liuzhirui/model/PhysVid/res/videophy2/video/e6ed7224a421fd46010b6c8577f8cb039b8e94bd11fdf6bfb2eb64fd8b9cc808.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_person_on_a_unicycle_stops_abruptly,_putting_a_foot_down_to_maintain_balance_before_continuing.mp4",wan,"[""https://storage.cdn-luma.com/dream_machine/e62e866f-7be3-4782-bec8-64147c994843/16221505-83e9-4a2e-a1e4-51a841c792d3_result.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_person_on_a_unicycle_stops_abruptly,_putting_a_foot_down_to_maintain_balance_before_continuing.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_person_on_a_unicycle_stops_abruptly,_putting_a_foot_down_to_maintain_balance_before_continuing.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_person_on_a_unicycle_stops_abruptly__putting_a_foot_down_to_maintain_balance_before_continuing_.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_person_on_a_unicycle_stops_abruptly,_putting_a_foot_down_to_maintain_balance_before_continuing.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_person_on_a_unicycle_stops_abruptly,_putting_a_foot_down_to_maintain_balance_before_continuing.mp4""]",e6ed7224a421fd46010b6c8577f8cb039b8e94bd11fdf6bfb2eb64fd8b9cc808
303,3.5,3,4,False,"A small, painted rock is rolled up a sandy incline, leaving a visible trail as it rolls back down.",/home/liuzhirui/model/PhysVid/res/videophy2/video/e75433c3c9ebdb5487265f9e8facefcb839cb55af9387d49cb7541c77c783877.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_small,_painted_rock_is_rolled_up_a_sandy_incline,_leaving_a_visible_trail_as_it_rolls_back_down.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_small,_painted_rock_is_rolled_up_a_sandy_incline,_leaving_a_visible_trail_as_it_rolls_back_down.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_small__painted_rock_is_rolled_up_a_sandy_incline__leaving_a_visible_trail_as_it_rolls_back_down_.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_small,_painted_rock_is_rolled_up_a_sandy_incline,_leaving_a_visible_trail_as_it_rolls_back_down.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_small,_painted_rock_is_rolled_up_a_sandy_incline,_leaving_a_visible_trail_as_it_rolls_back_down.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_small,_painted_rock_is_rolled_up_a_sandy_incline,_leaving_a_visible_trail_as_it_rolls_back_down.mp4""]",e75433c3c9ebdb5487265f9e8facefcb839cb55af9387d49cb7541c77c783877
304,3.5,3,4,False,A child pushes a toy car across a carpeted floor; the car rolls a short distance before stopping.,/home/liuzhirui/model/PhysVid/res/videophy2/video/e91802dad430393eeb082d547eb2407f3c2cfd85fc3156809a7f7d8f5e02c85e.mp4,True,https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_child_pushes_a_toy_car_across_a_carpeted_floor;_the_car_rolls_a_short_distance_before_stopping.mp4,wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_child_pushes_a_toy_car_across_a_carpeted_floor;_the_car_rolls_a_short_distance_before_stopping.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_child_pushes_a_toy_car_across_a_carpeted_floor;_the_car_rolls_a_short_distance_before_stopping.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_child_pushes_a_toy_car_across_a_carpeted_floor;_the_car_rolls_a_short_distance_before_stopping.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_child_pushes_a_toy_car_across_a_carpeted_floor__the_car_rolls_a_short_distance_before_stopping_.mp4"", ""https://storage.cdn-luma.com/dream_machine/a4a72790-e41d-4544-8df5-f9f5fb37dba2/7c2f778e-53bc-4c20-9a93-fe52e9ea5289_result.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_child_pushes_a_toy_car_across_a_carpeted_floor;_the_car_rolls_a_short_distance_before_stopping.mp4""]",e91802dad430393eeb082d547eb2407f3c2cfd85fc3156809a7f7d8f5e02c85e
305,3.5,3,4,False,"Close-up of fingers manipulating a silk bow tie, showing the precise steps of tying a simple knot.",/home/liuzhirui/model/PhysVid/res/videophy2/video/f31ae51cfad1107f65d8b59b06cf625619d4f98a43e5af9b063b3c18ed1758ed.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/Close-up_of_fingers_manipulating_a_silk_bow_tie,_showing_the_precise_steps_of_tying_a_simple_knot.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/Close_up_of_fingers_manipulating_a_silk_bow_tie__showing_the_precise_steps_of_tying_a_simple_knot_.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/Close-up_of_fingers_manipulating_a_silk_bow_tie,_showing_the_precise_steps_of_tying_a_simple_knot.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/Close-up_of_fingers_manipulating_a_silk_bow_tie,_showing_the_precise_steps_of_tying_a_simple_knot.mp4"", ""https://storage.cdn-luma.com/dream_machine/470e8df2-1977-464f-92b9-22deb3bdcb5d/6cfd5baa-d96d-4511-b981-26e8b91844b9_result.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/Close-up_of_fingers_manipulating_a_silk_bow_tie,_showing_the_precise_steps_of_tying_a_simple_knot.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/Close-up_of_fingers_manipulating_a_silk_bow_tie,_showing_the_precise_steps_of_tying_a_simple_knot.mp4""]",f31ae51cfad1107f65d8b59b06cf625619d4f98a43e5af9b063b3c18ed1758ed
306,3.5,3,4,False,"A circular saw is used to cut a thick branch off a tree, leaving a clean cut surface.",/home/liuzhirui/model/PhysVid/res/videophy2/video/f3b074276aa5a06495d6282fe107bac5de7f29ee0e8e07cd3da707aae258e34c.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_circular_saw_is_used_to_cut_a_thick_branch_off_a_tree,_leaving_a_clean_cut_surface.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_circular_saw_is_used_to_cut_a_thick_branch_off_a_tree,_leaving_a_clean_cut_surface.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_circular_saw_is_used_to_cut_a_thick_branch_off_a_tree,_leaving_a_clean_cut_surface.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_circular_saw_is_used_to_cut_a_thick_branch_off_a_tree,_leaving_a_clean_cut_surface.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_circular_saw_is_used_to_cut_a_thick_branch_off_a_tree__leaving_a_clean_cut_surface_.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_circular_saw_is_used_to_cut_a_thick_branch_off_a_tree,_leaving_a_clean_cut_surface.mp4""]",f3b074276aa5a06495d6282fe107bac5de7f29ee0e8e07cd3da707aae258e34c
307,3.5,3,4,False,"A small, square piece of foam is placed on a slanted acrylic surface; it slides down, creating a soft impact sound upon landing.",/home/liuzhirui/model/PhysVid/res/videophy2/video/f5bf57412cc1d8331e6337bf213b789aff2f1015bd83e8593e532873f6acdcb8.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_small,_square_piece_of_foam_is_placed_on_a_slanted_acrylic_surface;_it_slides_down,_creating_a_soft_impact_sound_upon_landing.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_small,_square_piece_of_foam_is_placed_on_a_slanted_acrylic_surface;_it_slides_down,_creating_a_soft_impact_sound_upon_landing.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_small,_square_piece_of_foam_is_placed_on_a_slanted_acrylic_surface;_it_slides_down,_creating_a_soft_impact_sound_upon_landing.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_small,_square_piece_of_foam_is_placed_on_a_slanted_acrylic_surface;_it_slides_down,_creating_a_soft_impact_sound_upon_landing.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_small__square_piece_of_foam_is_placed_on_a_slanted_acrylic_surface__it_slides_down__creating_a_soft_impact_sound_upon_landing_.mp4"", ""https://storage.cdn-luma.com/dream_machine/25e0e2d8-1b42-48d2-bfb8-cbbe39d97bbf/a8e98c26-64cc-4dd1-8d6b-3a998680a461_result.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_small,_square_piece_of_foam_is_placed_on_a_slanted_acrylic_surface;_it_slides_down,_creating_a_soft_impact_sound_upon_landing.mp4""]",f5bf57412cc1d8331e6337bf213b789aff2f1015bd83e8593e532873f6acdcb8
